Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value
Austria,2019,Total,Both Sexes,Bregenz,City proper,Estimate - de jure,"Final figure, complete",2019.0,29762.0
Austria,2019,Total,Both Sexes,Eisenstadt,City proper,Estimate - de jure,"Final figure, complete",2019.0,14637.0
Austria,2019,Total,Both Sexes,Graz,City proper,Estimate - de jure,"Final figure, complete",2019.0,288806.0
Austria,2019,Total,Both Sexes,Innsbruck,City proper,Estimate - de jure,"Final figure, complete",2019.0,132110.0
Austria,2019,Total,Both Sexes,Klagenfurt,City proper,Estimate - de jure,"Final figure, complete",2019.0,100817.0
Austria,2019,Total,Both Sexes,Linz,City proper,Estimate - de jure,"Final figure, complete",2019.0,205726.0
Austria,2019,Total,Both Sexes,Salzburg,City proper,Estimate - de jure,"Final figure, complete",2019.0,154211.0
Austria,2019,Total,Both Sexes,Sankt Pölten,City proper,Estimate - de jure,"Final figure, complete",2019.0,55044.0
Austria,2019,Total,Both Sexes,WIEN,City proper,Estimate - de jure,"Final figure, complete",2019.0,1897491.0
Austria,2019,Total,Male,Bregenz,City proper,Estimate - de jure,"Final figure, complete",2019.0,14460.0
Austria,2019,Total,Male,Eisenstadt,City proper,Estimate - de jure,"Final figure, complete",2019.0,7080.0
Austria,2019,Total,Male,Graz,City proper,Estimate - de jure,"Final figure, complete",2019.0,142472.0
Austria,2019,Total,Male,Innsbruck,City proper,Estimate - de jure,"Final figure, complete",2019.0,64622.0
Austria,2019,Total,Male,Klagenfurt,City proper,Estimate - de jure,"Final figure, complete",2019.0,47764.0
Austria,2019,Total,Male,Linz,City proper,Estimate - de jure,"Final figure, complete",2019.0,99917.0
Austria,2019,Total,Male,Salzburg,City proper,Estimate - de jure,"Final figure, complete",2019.0,74006.0
Austria,2019,Total,Male,Sankt Pölten,City proper,Estimate - de jure,"Final figure, complete",2019.0,27028.0
Austria,2019,Total,Male,WIEN,City proper,Estimate - de jure,"Final figure, complete",2019.0,925003.0
Austria,2019,Total,Female,Bregenz,City proper,Estimate - de jure,"Final figure, complete",2019.0,15302.0
Austria,2019,Total,Female,Eisenstadt,City proper,Estimate - de jure,"Final figure, complete",2019.0,7557.0
Austria,2019,Total,Female,Graz,City proper,Estimate - de jure,"Final figure, complete",2019.0,146334.0
Austria,2019,Total,Female,Innsbruck,City proper,Estimate - de jure,"Final figure, complete",2019.0,67488.0
Austria,2019,Total,Female,Klagenfurt,City proper,Estimate - de jure,"Final figure, complete",2019.0,53053.0
Austria,2019,Total,Female,Linz,City proper,Estimate - de jure,"Final figure, complete",2019.0,105809.0
Austria,2019,Total,Female,Salzburg,City proper,Estimate - de jure,"Final figure, complete",2019.0,80205.0
Austria,2019,Total,Female,Sankt Pölten,City proper,Estimate - de jure,"Final figure, complete",2019.0,28016.0
Austria,2019,Total,Female,WIEN,City proper,Estimate - de jure,"Final figure, complete",2019.0,972488.0
Belgium,2011,Total,Both Sexes,Anderlecht,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,108940.0
Belgium,2011,Total,Both Sexes,Antwerpen (Anvers),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,498473.0
Belgium,2011,Total,Both Sexes,Brugge,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,117260.0
Belgium,2011,Total,Both Sexes,BRUXELLES (BRUSSEL),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,174383.0
Belgium,2011,Total,Both Sexes,Charleroi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,204150.0
Belgium,2011,Total,Both Sexes,Gent (Gand),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,248358.0
Belgium,2011,Total,Both Sexes,Liège (Luik),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,195965.0
Belgium,2011,Total,Both Sexes,Namur,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,110175.0
Belgium,2011,Total,Both Sexes,Schaerbeek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,127525.0
Belgium,2011,Total,Male,Anderlecht,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,53707.0
Belgium,2011,Total,Male,Antwerpen (Anvers),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,247192.0
Belgium,2011,Total,Male,Brugge,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,56952.0
Belgium,2011,Total,Male,BRUXELLES (BRUSSEL),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,90317.0
Belgium,2011,Total,Male,Charleroi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,99221.0
Belgium,2011,Total,Male,Gent (Gand),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,122457.0
Belgium,2011,Total,Male,Liège (Luik),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,96509.0
Belgium,2011,Total,Male,Namur,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,53019.0
Belgium,2011,Total,Male,Schaerbeek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,63020.0
Belgium,2011,Total,Female,Anderlecht,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,55233.0
Belgium,2011,Total,Female,Antwerpen (Anvers),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,251281.0
Belgium,2011,Total,Female,Brugge,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,60308.0
Belgium,2011,Total,Female,BRUXELLES (BRUSSEL),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,84066.0
Belgium,2011,Total,Female,Charleroi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,104929.0
Belgium,2011,Total,Female,Gent (Gand),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,125901.0
Belgium,2011,Total,Female,Liège (Luik),City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,99456.0
Belgium,2011,Total,Female,Namur,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,57156.0
Belgium,2011,Total,Female,Schaerbeek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2015.0,64505.0
Czechia,2018,Total,Both Sexes,Brno,City proper,Estimate - de jure,"Final figure, complete",2018.0,379527.0
Czechia,2018,Total,Both Sexes,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2018.0,92917.0
Czechia,2018,Total,Both Sexes,Liberec,City proper,Estimate - de jure,"Final figure, complete",2018.0,103979.0
Czechia,2018,Total,Both Sexes,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2018.0,100494.0
Czechia,2018,Total,Both Sexes,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2018.0,93040.0
Czechia,2018,Total,Both Sexes,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2018.0,290450.0
Czechia,2018,Total,Both Sexes,Plzen,City proper,Estimate - de jure,"Final figure, complete",2018.0,170936.0
Czechia,2018,Total,Both Sexes,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2018.0,1294513.0
Czechia,2018,Total,Male,Brno,City proper,Estimate - de jure,"Final figure, complete",2018.0,183300.0
Czechia,2018,Total,Male,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2018.0,44602.0
Czechia,2018,Total,Male,Liberec,City proper,Estimate - de jure,"Final figure, complete",2018.0,50329.0
Czechia,2018,Total,Male,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2018.0,47615.0
Czechia,2018,Total,Male,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2018.0,45169.0
Czechia,2018,Total,Male,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2018.0,140768.0
Czechia,2018,Total,Male,Plzen,City proper,Estimate - de jure,"Final figure, complete",2018.0,82988.0
Czechia,2018,Total,Male,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2018.0,629550.0
Czechia,2018,Total,Female,Brno,City proper,Estimate - de jure,"Final figure, complete",2018.0,196227.0
Czechia,2018,Total,Female,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2018.0,48315.0
Czechia,2018,Total,Female,Liberec,City proper,Estimate - de jure,"Final figure, complete",2018.0,53650.0
Czechia,2018,Total,Female,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2018.0,52879.0
Czechia,2018,Total,Female,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2018.0,47871.0
Czechia,2018,Total,Female,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2018.0,149682.0
Czechia,2018,Total,Female,Plzen,City proper,Estimate - de jure,"Final figure, complete",2018.0,87948.0
Czechia,2018,Total,Female,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2018.0,664963.0
Denmark,2018,Total,Both Sexes,Ålborg,City proper,Estimate - de jure,"Final figure, complete",2018.0,213271.0
Denmark,2018,Total,Both Sexes,Århus,City proper,Estimate - de jure,"Final figure, complete",2018.0,341497.0
Denmark,2018,Total,Both Sexes,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2018.0,116061.0
Denmark,2018,Total,Both Sexes,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,103914.0
Denmark,2018,Total,Both Sexes,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2018.0,616098.0
Denmark,2018,Total,Both Sexes,Odense,City proper,Estimate - de jure,"Final figure, complete",2018.0,202663.0
Denmark,2018,Total,Both Sexes,Vejle,City proper,Estimate - de jure,"Final figure, complete",2018.0,114464.0
Denmark,2018,Total,Male,Ålborg,City proper,Estimate - de jure,"Final figure, complete",2018.0,107482.0
Denmark,2018,Total,Male,Århus,City proper,Estimate - de jure,"Final figure, complete",2018.0,168169.0
Denmark,2018,Total,Male,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2018.0,58200.0
Denmark,2018,Total,Male,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,49144.0
Denmark,2018,Total,Male,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2018.0,304652.0
Denmark,2018,Total,Male,Odense,City proper,Estimate - de jure,"Final figure, complete",2018.0,100245.0
Denmark,2018,Total,Male,Vejle,City proper,Estimate - de jure,"Final figure, complete",2018.0,57269.0
Denmark,2018,Total,Female,Ålborg,City proper,Estimate - de jure,"Final figure, complete",2018.0,105789.0
Denmark,2018,Total,Female,Århus,City proper,Estimate - de jure,"Final figure, complete",2018.0,173328.0
Denmark,2018,Total,Female,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2018.0,57861.0
Denmark,2018,Total,Female,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,54770.0
Denmark,2018,Total,Female,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2018.0,311446.0
Denmark,2018,Total,Female,Odense,City proper,Estimate - de jure,"Final figure, complete",2018.0,102418.0
Denmark,2018,Total,Female,Vejle,City proper,Estimate - de jure,"Final figure, complete",2018.0,57195.0
Finland,2017,Total,Both Sexes,Espoo,City proper,Estimate - de jure,"Final figure, complete",2018.0,276814.0
Finland,2017,Total,Both Sexes,HELSINKI,City proper,Estimate - de jure,"Final figure, complete",2018.0,639227.0
Finland,2017,Total,Both Sexes,Jyvaskyla,City proper,Estimate - de jure,"Final figure, complete",2018.0,139519.0
Finland,2017,Total,Both Sexes,Kuopio,City proper,Estimate - de jure,"Final figure, complete",2018.0,117975.0
Finland,2017,Total,Both Sexes,Lahti,City proper,Estimate - de jure,"Final figure, complete",2018.0,119513.0
Finland,2017,Total,Both Sexes,Oulu,City proper,Estimate - de jure,"Final figure, complete",2018.0,201168.0
Finland,2017,Total,Both Sexes,Tampere,City proper,Estimate - de jure,"Final figure, complete",2018.0,230064.0
Finland,2017,Total,Both Sexes,Turku,City proper,Estimate - de jure,"Final figure, complete",2018.0,188637.0
Finland,2017,Total,Both Sexes,Vantaa,City proper,Estimate - de jure,"Final figure, complete",2018.0,221184.0
Finland,2017,Total,Male,Espoo,City proper,Estimate - de jure,"Final figure, complete",2018.0,137395.0
Finland,2017,Total,Male,HELSINKI,City proper,Estimate - de jure,"Final figure, complete",2018.0,303124.0
Finland,2017,Total,Male,Jyvaskyla,City proper,Estimate - de jure,"Final figure, complete",2018.0,68614.0
Finland,2017,Total,Male,Kuopio,City proper,Estimate - de jure,"Final figure, complete",2018.0,57462.0
Finland,2017,Total,Male,Lahti,City proper,Estimate - de jure,"Final figure, complete",2018.0,57588.0
Finland,2017,Total,Male,Oulu,City proper,Estimate - de jure,"Final figure, complete",2018.0,100381.0
Finland,2017,Total,Male,Tampere,City proper,Estimate - de jure,"Final figure, complete",2018.0,111579.0
Finland,2017,Total,Male,Turku,City proper,Estimate - de jure,"Final figure, complete",2018.0,90017.0
Finland,2017,Total,Male,Vantaa,City proper,Estimate - de jure,"Final figure, complete",2018.0,109521.0
Finland,2017,Total,Female,Espoo,City proper,Estimate - de jure,"Final figure, complete",2018.0,139419.0
Finland,2017,Total,Female,HELSINKI,City proper,Estimate - de jure,"Final figure, complete",2018.0,336103.0
Finland,2017,Total,Female,Jyvaskyla,City proper,Estimate - de jure,"Final figure, complete",2018.0,70906.0
Finland,2017,Total,Female,Kuopio,City proper,Estimate - de jure,"Final figure, complete",2018.0,60513.0
Finland,2017,Total,Female,Lahti,City proper,Estimate - de jure,"Final figure, complete",2018.0,61925.0
Finland,2017,Total,Female,Oulu,City proper,Estimate - de jure,"Final figure, complete",2018.0,100788.0
Finland,2017,Total,Female,Tampere,City proper,Estimate - de jure,"Final figure, complete",2018.0,118485.0
Finland,2017,Total,Female,Turku,City proper,Estimate - de jure,"Final figure, complete",2018.0,98620.0
Finland,2017,Total,Female,Vantaa,City proper,Estimate - de jure,"Final figure, complete",2018.0,111664.0
France,2015,Total,Both Sexes,Aix-en-Provence,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,142668.0
France,2015,Total,Both Sexes,Amiens,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,132874.0
France,2015,Total,Both Sexes,Angers,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,151520.0
France,2015,Total,Both Sexes,Argenteuil,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,110388.0
France,2015,Total,Both Sexes,Besançon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,116676.0
France,2015,Total,Both Sexes,Bordeaux,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,249712.0
France,2015,Total,Both Sexes,Boulogne-Billancourt,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,117931.0
France,2015,Total,Both Sexes,Brest,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,139163.0
France,2015,Total,Both Sexes,Caen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,106260.0
France,2015,Total,Both Sexes,Clermont-Ferrand,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,141398.0
France,2015,Total,Both Sexes,Dijon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,155114.0
France,2015,Total,Both Sexes,Grenoble,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,160649.0
France,2015,Total,Both Sexes,Le Havre,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,172366.0
France,2015,Total,Both Sexes,Le Mans,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,143325.0
France,2015,Total,Both Sexes,Lille,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,232741.0
France,2015,Total,Both Sexes,Limoges,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,133627.0
France,2015,Total,Both Sexes,Lyon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,513275.0
France,2015,Total,Both Sexes,Marseille,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,861635.0
France,2015,Total,Both Sexes,Metz,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,117492.0
France,2015,Total,Both Sexes,Montpellier,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,277639.0
France,2015,Total,Both Sexes,Montreuil,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,106691.0
France,2015,Total,Both Sexes,Mulhouse,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,110370.0
France,2015,Total,Both Sexes,Nancy,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,105162.0
France,2015,Total,Both Sexes,Nantes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,303382.0
France,2015,Total,Both Sexes,Nice,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,342522.0
France,2015,Total,Both Sexes,Nîmes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,150672.0
France,2015,Total,Both Sexes,Orléans,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,114644.0
France,2015,Total,Both Sexes,PARIS,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,2206488.0
France,2015,Total,Both Sexes,Perpignan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,121934.0
France,2015,Total,Both Sexes,Reims,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,184076.0
France,2015,Total,Both Sexes,Rennes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,215366.0
France,2015,Total,Both Sexes,Rouen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,110169.0
France,2015,Total,Both Sexes,Saint-Denis,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,111103.0
France,2015,Total,Both Sexes,Saint-Étienne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,171057.0
France,2015,Total,Both Sexes,Strasbourg,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,277270.0
France,2015,Total,Both Sexes,Toulon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,167479.0
France,2015,Total,Both Sexes,Toulouse,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,471941.0
France,2015,Total,Both Sexes,Tours,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,136252.0
France,2015,Total,Both Sexes,Villeurbanne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,148665.0
France,2015,Total,Male,Aix-en-Provence,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,67070.2104581575
France,2015,Total,Male,Amiens,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,63048.585375799696
France,2015,Total,Male,Angers,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,70013.1189390637
France,2015,Total,Male,Argenteuil,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,54148.706490072
France,2015,Total,Male,Besançon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,54726.2760107871
France,2015,Total,Male,Bordeaux,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,117403.182790105
France,2015,Total,Male,Boulogne-Billancourt,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,55414.8118365666
France,2015,Total,Male,Brest,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,68320.3442265262
France,2015,Total,Male,Caen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,50047.077609267595
France,2015,Total,Male,Clermont-Ferrand,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,67196.459295433
France,2015,Total,Male,Dijon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,72985.0220080162
France,2015,Total,Male,Grenoble,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,77519.3444330326
France,2015,Total,Male,Le Havre,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,81082.2359535631
France,2015,Total,Male,Le Mans,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,66870.1714711392
France,2015,Total,Male,Lille,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,112618.71473045801
France,2015,Total,Male,Limoges,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,62059.77666532809
France,2015,Total,Male,Lyon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,240622.77012051802
France,2015,Total,Male,Marseille,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,408487.382112698
France,2015,Total,Male,Metz,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,57389.879265556905
France,2015,Total,Male,Montpellier,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,130109.16785341199
France,2015,Total,Male,Montreuil,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,52787.9093276536
France,2015,Total,Male,Mulhouse,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,54011.0097327613
France,2015,Total,Male,Nancy,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,50411.3359098655
France,2015,Total,Male,Nantes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,144653.698947701
France,2015,Total,Male,Nice,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,160122.797235311
France,2015,Total,Male,Nîmes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,71659.073511344
France,2015,Total,Male,Orléans,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,54386.8219125386
France,2015,Total,Male,PARIS,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,1038493.34835062
France,2015,Total,Male,Perpignan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,57149.504236167806
France,2015,Total,Male,Reims,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,86889.5810513288
France,2015,Total,Male,Rennes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,101904.730659146
France,2015,Total,Male,Rouen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,52689.7136677142
France,2015,Total,Male,Saint-Denis,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,56500.6090892658
France,2015,Total,Male,Saint-Étienne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,81076.9949648669
France,2015,Total,Male,Strasbourg,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,131691.88160398198
France,2015,Total,Male,Toulon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,79436.4139845374
France,2015,Total,Male,Toulouse,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,228539.924606427
France,2015,Total,Male,Tours,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,62842.7913134535
France,2015,Total,Male,Villeurbanne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,72291.46016035951
France,2015,Total,Female,Aix-en-Provence,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,75597.7895418526
France,2015,Total,Female,Amiens,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,69825.41462420349
France,2015,Total,Female,Angers,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,81506.8810609371
France,2015,Total,Female,Argenteuil,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,56239.2935099209
France,2015,Total,Female,Besançon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,61949.723989212805
France,2015,Total,Female,Bordeaux,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,132308.81720986302
France,2015,Total,Female,Boulogne-Billancourt,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,62516.188163434505
France,2015,Total,Female,Brest,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,70842.6557734736
France,2015,Total,Female,Caen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,56212.9223907263
France,2015,Total,Female,Clermont-Ferrand,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,74201.5407045659
France,2015,Total,Female,Dijon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,82128.97799197151
France,2015,Total,Female,Grenoble,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,83129.65556698099
France,2015,Total,Female,Le Havre,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,91283.7640464416
France,2015,Total,Female,Le Mans,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,76454.82852886339
France,2015,Total,Female,Lille,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,120122.285269527
France,2015,Total,Female,Limoges,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,71567.2233346791
France,2015,Total,Female,Lyon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,272652.229879557
France,2015,Total,Female,Marseille,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,453147.61788732896
France,2015,Total,Female,Metz,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,60102.120734437805
France,2015,Total,Female,Montpellier,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,147529.83214658
France,2015,Total,Female,Montreuil,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,53903.09067235151
France,2015,Total,Female,Mulhouse,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,56358.9902672375
France,2015,Total,Female,Nancy,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,54750.6640901329
France,2015,Total,Female,Nantes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,158728.301052294
France,2015,Total,Female,Nice,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,182399.202764735
France,2015,Total,Female,Nîmes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,79012.92648864769
France,2015,Total,Female,Orléans,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,60257.1780874651
France,2015,Total,Female,PARIS,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,1167994.65164891
France,2015,Total,Female,Perpignan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,64784.495763825995
France,2015,Total,Female,Reims,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,97186.4189486849
France,2015,Total,Female,Rennes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,113461.26934087
France,2015,Total,Female,Rouen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,57479.286332283606
France,2015,Total,Female,Saint-Denis,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,54602.3909107366
France,2015,Total,Female,Saint-Étienne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,89980.0050351353
France,2015,Total,Female,Strasbourg,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,145578.118396001
France,2015,Total,Female,Toulon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,88042.5860154505
France,2015,Total,Female,Toulouse,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,243401.075393512
France,2015,Total,Female,Tours,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,73409.2086865392
France,2015,Total,Female,Villeurbanne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2018.0,76373.5398396399
Germany,2018,Total,Both Sexes,Aachen,City proper,Estimate - de jure,"Final figure, complete",2018.0,246272.0
Germany,2018,Total,Both Sexes,Augsburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,292851.0
Germany,2018,Total,Both Sexes,Bergisch Gladbach,City proper,Estimate - de jure,"Final figure, complete",2018.0,111627.0
Germany,2018,Total,Both Sexes,BERLIN,City proper,Estimate - de jure,"Final figure, complete",2018.0,3613495.0
Germany,2018,Total,Both Sexes,Bielefeld,City proper,Estimate - de jure,"Final figure, complete",2018.0,332552.0
Germany,2018,Total,Both Sexes,Bochum,City proper,Estimate - de jure,"Final figure, complete",2018.0,365529.0
Germany,2018,Total,Both Sexes,Bonn,City proper,Estimate - de jure,"Final figure, complete",2018.0,325490.0
